11/04/2012,14:00:02,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,14:00:02 20640 Seconds."
11/04/2012,13:00:02,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,13:00:02 17049 Seconds."
11/04/2012,12:00:02,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,12:00:02 13459 Seconds."
11/04/2012,11:22:07,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
11/04/2012,11:01:05,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
11/04/2012,11:00:02,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,11:00:02 9868 Seconds."
11/04/2012,10:58:24,SceCli,Information,None,1704,N/A,AVC-SR-001,Security policy in the Group policy objects has been applied successfully.
11/04/2012,10:21:14,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
11/04/2012,10:19:14,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
11/04/2012,10:00:02,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,10:00:02 6277 Seconds."
11/04/2012,09:00:02,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,09:00:02 2686 Seconds."
11/04/2012,08:36:57,LoadPerf,Information,None,1000,N/A,AVC-SR-001,Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data contains the new index values assigned to this service.
11/04/2012,08:36:56,LoadPerf,Information,None,1001,N/A,AVC-SR-001,Performance counters for the WmiApRpl (WmiApRpl) service were removed successfully. The Record Data contains the new values of the system Last Counter and Last Help registry entries.
11/04/2012,08:35:57,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
11/04/2012,08:35:50,Active Server Pages,Error,None,5,N/A,AVC-SR-001,Error: The Template Persistent Cache initialization failed for Application Pool 'DefaultAppPool' because of the following error: Could not create a Disk Cache Sub-directory for the Application Pool. The data may have additional error codes..
11/04/2012,08:35:43,Active Server Pages,Error,None,5,N/A,AVC-SR-001,Error: The Template Persistent Cache initialization failed for Application Pool 'DefaultAppPool' because of the following error: Could not create a Disk Cache Sub-directory for the Application Pool. The data may have additional error codes..
11/04/2012,08:35:39,COM+,Information,None,781,N/A,AVC-SR-001,The COM+ sub system is suppressing duplicate event log entries for a duration of 86400 seconds.  The suppression timeout can be controlled by a REG_DWORD value named SuppressDuplicateDuration under the following registry key: HKLM\Software\Microsoft\COM3\Eventlog.
11/04/2012,08:26:04,PMSEvents,Information,None,1205,N/A,AVC-SR-001,The Utility Scheduler service has started.
11/04/2012,08:23:00,LoadPerf,Information,None,1000,N/A,AVC-SR-001,Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data contains the new index values assigned to this service.
11/04/2012,08:22:59,LoadPerf,Information,None,1001,N/A,AVC-SR-001,Performance counters for the WmiApRpl (WmiApRpl) service were removed successfully. The Record Data contains the new values of the system Last Counter and Last Help registry entries.
11/04/2012,08:19:26,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,08:19:26 232 Seconds."
11/04/2012,08:19:25,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,08:19:25 56 Seconds."
11/04/2012,08:19:25,MR_MONITOR,Information,PD ,114,N/A,AVC-SR-001,Controller ID: 0  State change: PD = 1:1 Previous = Unconfigured Good Current = Hot Spare.
11/04/2012,08:19:25,MR_MONITOR,Information,CONFIG ,135,N/A,AVC-SR-001,Controller ID: 0  Global Hot Spare created: 1:1.
11/04/2012,08:19:25,MR_MONITOR,Information,PD ,247,N/A,AVC-SR-001,Controller ID: 0 Device inserted Device Type: Disk Device Id: 1:3.
11/04/2012,08:19:25,MR_MONITOR,Information,PD ,91,N/A,AVC-SR-001,Controller ID: 0  PD inserted: 1:3.
11/04/2012,08:19:25,MR_MONITOR,Information,PD ,247,N/A,AVC-SR-001,Controller ID: 0 Device inserted Device Type: Disk Device Id: 1:0.
11/04/2012,08:19:24,MR_MONITOR,Information,PD ,91,N/A,AVC-SR-001,Controller ID: 0  PD inserted: 1:0.
11/04/2012,08:19:24,MR_MONITOR,Information,PD ,247,N/A,AVC-SR-001,Controller ID: 0 Device inserted Device Type: Disk Device Id: 1:4.
11/04/2012,08:19:24,MR_MONITOR,Information,PD ,91,N/A,AVC-SR-001,Controller ID: 0  PD inserted: 1:4.
11/04/2012,08:19:24,MR_MONITOR,Information,PD ,247,N/A,AVC-SR-001,Controller ID: 0 Device inserted Device Type: Disk Device Id: 1:1.
11/04/2012,08:19:23,MR_MONITOR,Information,PD ,91,N/A,AVC-SR-001,Controller ID: 0  PD inserted: 1:1.
11/04/2012,08:19:23,MR_MONITOR,Information,PD ,247,N/A,AVC-SR-001,Controller ID: 0 Device inserted Device Type: Unknown Device Id: 1.
11/04/2012,08:19:23,MR_MONITOR,Information,PD ,91,N/A,AVC-SR-001,Controller ID: 0  PD inserted: 1:255.
11/04/2012,08:19:23,MR_MONITOR,Information,ENCL ,164,N/A,AVC-SR-001,Controller ID: 0  SES enclosure discovered: 1:255.
11/04/2012,08:19:23,MR_MONITOR,Information,CTRL ,1,N/A,AVC-SR-001,Controller ID: 0  Firmware version: 1.02.00-0089.
11/04/2012,08:19:23,MR_MONITOR,Information,CTRL ,0,N/A,AVC-SR-001,Controller ID: 0  Firmware initialization started: (PCI ID 0x1000/0x0411/0x8086/0x3501).
11/04/2012,08:19:22,MR_MONITOR,Information,CTRL ,42,N/A,AVC-SR-001,Controller ID: 0  Shutdown command received from host.
11/04/2012,08:19:01,MR_MONITOR,Information,MONITOR ,61440,N/A,AVC-SR-001,Monitor has started successfully.
11/04/2012,08:18:39,PMSEvents,Information,None,1203,N/A,AVC-SR-001,The Utility Scheduler service is starting.
11/04/2012,08:18:29,SQLBrowser,Information,None,12,N/A,AVC-SR-001,The SQLBrowser service has started.
11/04/2012,08:18:29,SQLBrowser,Information,None,16,N/A,AVC-SR-001,The SQLBrowser is enabling SQL instance and connectivity discovery support.
11/04/2012,08:18:29,SQLBrowser,Warning,None,3,N/A,AVC-SR-001,The configuration of the AdminConnection\TCP protocol in the SQL instance SQLEXPRESS is not valid.
11/04/2012,08:18:25,RM Event Master,Information,None,22,N/A,AVC-SR-001,"Service Starting with following parameters :-
Scheduled upload time set at 09/03/2007 03:00:00
Start time randomisation factor set at 128 minutes.
Actual upload time set at 05:08
Monday :True
 Tuesday :True Wednesday :True Thursday :True Friday :True Saturday :True Sunday :True"
11/04/2012,08:18:18,RM User Manager Job Service,Information,None,0,N/A,AVC-SR-001,The description for Event ID ( 0 ) in Source ( RM User Manager Job Service ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Service started.
11/04/2012,08:18:18,RM Tutor Location Link Helper,Information,None,0,N/A,AVC-SR-001,The description for Event ID ( 0 ) in Source ( RM Tutor Location Link Helper ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Service started.
11/04/2012,08:18:17,ESENT,Information,General ,100,N/A,AVC-SR-001,ntfrs (2892) The database engine 5.02.3790.3959 started.
11/04/2012,08:18:13,APCPBEAgent,Error,None,3005,N/A,AVC-SR-001,"""Communication Not Established"""
11/04/2012,08:18:13,APCPBEAgent,Information,None,1001,N/A,AVC-SR-001,"""Monitoring Started"""
11/04/2012,08:18:11,MSSQL$SQLEXPRESS,Error,(2),17113,N/A,AVC-SR-001,"Error 2(error not found) occurred while opening file 'C:\Program Files\Microsoft SQL Server\MSSQL.1\MSSQL\DATA\master.mdf' to obtain configuration information at startup. An invalid startup option might have caused the error. Verify your startup options, and correct or remove them if necessary."
11/04/2012,08:18:11,MSSQL$SQLEXPRESS,Information,(2),17110,N/A,AVC-SR-001,Registry startup parameters:
11/04/2012,08:18:11,MSSQL$SQLEXPRESS,Information,(2),17176,N/A,AVC-SR-001,This instance of SQL Server last reported using a process ID of 2740 at 30/03/2012 15:02:58 (local) 30/03/2012 14:02:58 (UTC). This is an informational message only; no user action is required.
11/04/2012,08:18:11,MSSQL$SQLEXPRESS,Information,(2),17111,N/A,AVC-SR-001,Logging SQL Server messages in file 'C:\Program Files\Microsoft SQL Server\MSSQL.1\MSSQL\LOG\ERRORLOG'.
11/04/2012,08:18:11,MSSQL$SQLEXPRESS,Information,(2),17104,N/A,AVC-SR-001,Server process ID is 2708.
11/04/2012,08:18:11,MSSQL$SQLEXPRESS,Information,(2),17103,N/A,AVC-SR-001,All rights reserved.
11/04/2012,08:18:11,MSSQL$SQLEXPRESS,Information,(2),17101,N/A,AVC-SR-001,(c) 2005 Microsoft Corporation.
11/04/2012,08:18:11,MSSQL$SQLEXPRESS,Information,(2),17069,N/A,AVC-SR-001,"Microsoft SQL Server 2005 - 9.00.2047.00 (Intel X86) 
	Apr 14 2006 01:12:25 
	Copyright (c) 1988-2005 Microsoft Corporation
	Express Edition on Windows NT 5.2 (Build 3790: Service Pack 2)
"
11/04/2012,08:18:06,CertSvc,Information,None,26,N/A,AVC-SR-001,Certificate Services for CA Arrow Vale Community High School was started.  DC=AVC-SR-001
11/04/2012,08:18:03,ESENT,Information,Logging/Recovery ,302,N/A,AVC-SR-001,certsrv.exe (1912) The database engine has successfully completed recovery steps.
11/04/2012,08:18:02,ESENT,Information,Logging/Recovery ,301,N/A,AVC-SR-001,certsrv.exe (1912) The database engine has begun replaying logfile C:\WINNT\system32\CertLog\edb.log.
11/04/2012,08:18:02,ESENT,Information,Logging/Recovery ,300,N/A,AVC-SR-001,certsrv.exe (1912) The database engine is initiating recovery steps.
11/04/2012,08:18:01,ESENT,Information,General ,100,N/A,AVC-SR-001,certsrv.exe (1912) The database engine 5.02.3790.3959 started.
11/04/2012,08:17:58,EventSystem,Information,None,4625,N/A,AVC-SR-001,The EventSystem sub system is suppressing duplicate event log entries for a duration of 86400 seconds.  The suppression timeout can be controlled by a REG_DWORD value named SuppressDuplicateDuration under the following registry key: HKLM\Software\Microsoft\EventSystem\EventLog.
11/04/2012,08:17:52,MSDTC,Information,TM,4193,N/A,AVC-SR-001,"MS DTC started with the following settings (OFF = 0 and ON = 1):  Security Configuration:      Network Administration of Transactions = 0,      Network Clients = 0,      Inbound Distributed Transactions using Native MSDTC Protocol = 0,      Outbound Distributed Transactions using Native MSDTC Protocol = 0,      Transaction Internet Protocol (TIP) = 0,      XA Transactions = 0  Filtering Duplicate events = 1"
11/04/2012,08:17:52,MSDTC,Warning,SVC,53258,N/A,AVC-SR-001,MS DTC could not correctly process a DC Promotion/Demotion event. MS DTC will continue to function and will use the existing security settings. Error Specifics: %1
11/04/2012,08:17:52,MSDTC,Warning,SVC,53258,N/A,AVC-SR-001,"MS DTC could not correctly process a DC Promotion/Demotion event. MS DTC will continue to function and will use the existing security settings. Error Specifics: d:\nt\com\complus\dtc\dtc\adme\uiname.cpp:9351, Pid: 1596
No Callstack,
 CmdLine: C:\WINNT\system32\msdtc.exe"
11/04/2012,08:17:52,MSDTC,Information,SVC,4143,N/A,AVC-SR-001,MS DTC has detected that a DC Promotion has happened since the last time the MS DTC service was started.
11/04/2012,08:17:03,ESENT,Information,General ,100,N/A,AVC-SR-001,lsass (452) The database engine 5.02.3790.3959 started.
11/04/2012,08:14:08,ESENT,Information,General ,101,N/A,AVC-SR-001,lsass (452) The database engine stopped.
11/04/2012,08:14:01,APCPBEAgent,Information,None,1000,N/A,AVC-SR-001,"""Monitoring Stopped"""
11/04/2012,08:00:52,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,08:00:52 1009094 Seconds."
11/04/2012,07:00:52,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,07:00:52 1005503 Seconds."
11/04/2012,06:00:52,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,06:00:52 1001913 Seconds."
11/04/2012,05:00:52,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,05:00:52 998322 Seconds."
11/04/2012,04:00:52,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,04:00:52 994731 Seconds."
11/04/2012,03:00:52,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,03:00:52 991140 Seconds."
11/04/2012,02:00:52,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,02:00:52 987549 Seconds."
11/04/2012,01:00:52,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,01:00:52 983958 Seconds."
11/04/2012,00:00:52,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-11,00:00:52 980368 Seconds."
10/04/2012,23:37:20,ESENT,Information,ShadowCopy ,2003,N/A,AVC-SR-001,lsass (452) Shadow copy 10 freeze stopped.
10/04/2012,23:37:20,ESENT,Information,ShadowCopy ,2003,N/A,AVC-SR-001,certsrv.exe (1952) Shadow copy 10 freeze stopped.
10/04/2012,23:37:19,ESENT,Information,ShadowCopy ,2001,N/A,AVC-SR-001,lsass (452) Shadow copy 10 freeze started.
10/04/2012,23:37:19,ESENT,Information,ShadowCopy ,2001,N/A,AVC-SR-001,certsrv.exe (1952) Shadow copy 10 freeze started.
10/04/2012,23:36:57,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
10/04/2012,23:36:51,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
10/04/2012,23:29:13,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
10/04/2012,23:29:06,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
10/04/2012,23:28:57,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
10/04/2012,23:28:50,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
10/04/2012,23:07:22,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
10/04/2012,23:07:15,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
10/04/2012,23:01:30,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
10/04/2012,23:01:23,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
10/04/2012,23:00:52,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,23:00:52 976776 Seconds."
10/04/2012,22:00:52,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,22:00:52 973186 Seconds."
10/04/2012,22:00:47,ESENT,Information,ShadowCopy ,2003,N/A,AVC-SR-001,certsrv.exe (1952) Shadow copy 9 freeze stopped.
10/04/2012,22:00:47,ESENT,Information,ShadowCopy ,2003,N/A,AVC-SR-001,lsass (452) Shadow copy 9 freeze stopped.
10/04/2012,22:00:46,ESENT,Information,ShadowCopy ,2001,N/A,AVC-SR-001,lsass (452) Shadow copy 9 freeze started.
10/04/2012,22:00:46,ESENT,Information,ShadowCopy ,2001,N/A,AVC-SR-001,certsrv.exe (1952) Shadow copy 9 freeze started.
10/04/2012,21:00:52,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,21:00:51 969595 Seconds."
10/04/2012,20:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,20:00:51 966004 Seconds."
10/04/2012,19:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,19:00:51 962413 Seconds."
10/04/2012,18:53:08,SceCli,Information,None,1704,N/A,AVC-SR-001,Security policy in the Group policy objects has been applied successfully.
10/04/2012,18:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,18:00:51 958822 Seconds."
10/04/2012,17:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,17:00:51 955231 Seconds."
10/04/2012,16:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,16:00:51 951641 Seconds."
10/04/2012,15:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,15:00:51 948050 Seconds."
10/04/2012,14:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,14:00:51 944459 Seconds."
10/04/2012,13:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,13:00:51 940868 Seconds."
10/04/2012,12:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,12:00:51 937277 Seconds."
10/04/2012,11:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,11:00:51 933686 Seconds."
10/04/2012,10:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,10:00:51 930096 Seconds."
10/04/2012,09:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,09:00:51 926505 Seconds."
10/04/2012,08:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,08:00:51 922914 Seconds."
10/04/2012,07:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,07:00:51 919323 Seconds."
10/04/2012,06:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,06:00:51 915732 Seconds."
10/04/2012,05:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,05:00:51 912141 Seconds."
10/04/2012,04:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,04:00:51 908551 Seconds."
10/04/2012,03:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,03:00:51 904960 Seconds."
10/04/2012,02:52:50,SceCli,Information,None,1704,N/A,AVC-SR-001,Security policy in the Group policy objects has been applied successfully.
10/04/2012,02:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,02:00:51 901369 Seconds."
10/04/2012,01:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,01:00:51 897778 Seconds."
10/04/2012,00:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-10,00:00:51 894187 Seconds."
09/04/2012,23:36:29,ESENT,Information,ShadowCopy ,2003,N/A,AVC-SR-001,lsass (452) Shadow copy 8 freeze stopped.
09/04/2012,23:36:29,ESENT,Information,ShadowCopy ,2003,N/A,AVC-SR-001,certsrv.exe (1952) Shadow copy 8 freeze stopped.
09/04/2012,23:36:29,ESENT,Information,ShadowCopy ,2001,N/A,AVC-SR-001,lsass (452) Shadow copy 8 freeze started.
09/04/2012,23:36:29,ESENT,Information,ShadowCopy ,2001,N/A,AVC-SR-001,certsrv.exe (1952) Shadow copy 8 freeze started.
09/04/2012,23:36:07,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
09/04/2012,23:36:00,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
09/04/2012,23:28:19,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
09/04/2012,23:28:13,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
09/04/2012,23:28:03,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
09/04/2012,23:27:57,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
09/04/2012,23:07:02,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
09/04/2012,23:06:56,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
