09/05/2012,23:07:21,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
09/05/2012,23:07:15,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
09/05/2012,23:03:24,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,23:03:24 2466079 Seconds."
09/05/2012,23:00:57,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
09/05/2012,23:00:50,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
09/05/2012,22:03:23,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,22:03:23 2462487 Seconds."
09/05/2012,21:03:23,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,21:03:23 2458896 Seconds."
09/05/2012,20:03:23,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,20:03:23 2455306 Seconds."
09/05/2012,19:03:23,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,19:03:23 2451715 Seconds."
09/05/2012,18:03:23,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,18:03:23 2448124 Seconds."
09/05/2012,17:03:23,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,17:03:23 2444533 Seconds."
09/05/2012,16:51:23,MsiInstaller,Information,None,11728,NT AUTHORITY\SYSTEM,AVC-SR-001,Product: Sophos AutoUpdate -- Configuration completed successfully.
09/05/2012,16:49:24,MsiInstaller,Information,None,11728,NT AUTHORITY\SYSTEM,AVC-SR-001,Product: Sophos Anti-Virus -- Configuration completed successfully.
09/05/2012,16:03:23,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,16:03:23 2440942 Seconds."
09/05/2012,15:03:29,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
09/05/2012,15:03:23,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,15:03:23 2437351 Seconds."
09/05/2012,14:03:23,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,14:03:23 2433760 Seconds."
09/05/2012,13:36:41,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
09/05/2012,13:03:23,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,13:03:23 2430169 Seconds."
09/05/2012,12:15:20,SceCli,Information,None,1704,N/A,AVC-SR-001,Security policy in the Group policy objects has been applied successfully.
09/05/2012,12:12:07,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
09/05/2012,12:12:04,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
09/05/2012,12:12:03,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
09/05/2012,12:11:47,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
09/05/2012,12:03:22,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,12:03:22 2426578 Seconds."
09/05/2012,11:03:22,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,11:03:22 2422987 Seconds."
09/05/2012,10:03:22,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,10:03:22 2419396 Seconds."
09/05/2012,09:25:12,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
09/05/2012,09:03:22,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,09:03:22 2415805 Seconds."
09/05/2012,08:03:22,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,08:03:22 2412214 Seconds."
09/05/2012,07:03:22,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,07:03:22 2408623 Seconds."
09/05/2012,06:03:22,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,06:03:22 2405032 Seconds."
09/05/2012,05:03:22,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,05:03:22 2401442 Seconds."
09/05/2012,04:03:22,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,04:03:22 2397851 Seconds."
09/05/2012,03:03:22,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,03:03:22 2394260 Seconds."
09/05/2012,02:03:22,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,02:03:22 2390669 Seconds."
09/05/2012,01:03:22,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,01:03:22 2387078 Seconds."
09/05/2012,00:03:22,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-09,00:03:22 2383487 Seconds."
08/05/2012,23:42:52,ESENT,Information,ShadowCopy ,2003,N/A,AVC-SR-001,certsrv.exe (1912) Shadow copy 22 freeze stopped.
08/05/2012,23:42:52,ESENT,Information,ShadowCopy ,2003,N/A,AVC-SR-001,lsass (452) Shadow copy 22 freeze stopped.
08/05/2012,23:42:52,ESENT,Information,ShadowCopy ,2001,N/A,AVC-SR-001,certsrv.exe (1912) Shadow copy 22 freeze started.
08/05/2012,23:42:52,ESENT,Information,ShadowCopy ,2001,N/A,AVC-SR-001,lsass (452) Shadow copy 22 freeze started.
08/05/2012,23:42:16,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
08/05/2012,23:42:09,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
08/05/2012,23:32:01,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
08/05/2012,23:31:54,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
08/05/2012,23:31:44,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
08/05/2012,23:31:38,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
08/05/2012,23:07:14,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
08/05/2012,23:07:07,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
08/05/2012,23:03:21,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,23:03:21 2379896 Seconds."
08/05/2012,23:01:27,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
08/05/2012,23:01:20,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
08/05/2012,22:03:21,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,22:03:21 2376305 Seconds."
08/05/2012,21:03:21,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,21:03:21 2372714 Seconds."
08/05/2012,20:14:28,SceCli,Information,None,1704,N/A,AVC-SR-001,Security policy in the Group policy objects has been applied successfully.
08/05/2012,20:03:21,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,20:03:21 2369123 Seconds."
08/05/2012,19:03:21,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,19:03:21 2365532 Seconds."
08/05/2012,18:03:21,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,18:03:21 2361941 Seconds."
08/05/2012,17:03:21,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,17:03:21 2358351 Seconds."
08/05/2012,16:20:13,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,16:20:10,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,16:20:09,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,16:07:47,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,16:03:21,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,16:03:21 2354760 Seconds."
08/05/2012,15:03:20,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,15:03:20 2351168 Seconds."
08/05/2012,14:03:20,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,14:03:20 2347577 Seconds."
08/05/2012,13:16:35,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,13:03:20,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,13:03:20 2343986 Seconds."
08/05/2012,12:20:59,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,12:20:52,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,12:20:51,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,12:19:58,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,12:03:19,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,12:03:19 2340395 Seconds."
08/05/2012,11:18:28,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,11:03:19,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,11:03:19 2336803 Seconds."
08/05/2012,10:47:03,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:47:01,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:47:00,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:46:50,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:46:49,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:46:47,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:46:45,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:46:44,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:46:31,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:46:18,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:46:16,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:46:15,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:46:07,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:46:06,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:46:05,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:46:03,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:46:02,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:43:26,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:40:59,RM User Manager,Error,None,569,N/A,AVC-SR-001,"The description for Event ID ( 569 ) in Source ( RM User Manager ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: The callee (server [not server application]) is not available and disappeared; all connections are invalid. The call may have executed., Printing, 792."
08/05/2012,10:03:18,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,10:03:18 2333212 Seconds."
08/05/2012,09:03:17,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,09:03:17 2329621 Seconds."
08/05/2012,08:38:10,CertSvc,Warning,None,77,N/A,AVC-SR-001,"The ""Windows default"" Policy Module logged the following warning: The Active Directory connection to AVC-SR-001 has been reestablished to AVC-SR-001.
"
08/05/2012,08:03:17,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,08:03:17 2326030 Seconds."
08/05/2012,07:03:17,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,07:03:17 2322439 Seconds."
08/05/2012,06:03:17,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,06:03:17 2318848 Seconds."
08/05/2012,05:03:17,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-05-08,05:03:17 2315257 Seconds."
